0.000000e+00	-6.000000e-02	0.000000e+00	
2.500000e-05	-5.995313e-02	-7.031250e-17	
5.000000e-05	-5.992829e-02	-1.778267e-16	
7.500000e-05	-5.990354e-02	-3.223852e-16	
1.000000e-04	-5.987887e-02	-5.038314e-16	
1.250000e-04	-5.985430e-02	-7.220095e-16	
1.500000e-04	-5.982980e-02	-9.767649e-16	
1.750000e-04	-5.980539e-02	-1.267943e-15	
2.000000e-04	-5.978107e-02	-1.595392e-15	
2.250000e-04	-5.975682e-02	-1.958959e-15	
2.500000e-04	-5.973266e-02	-2.358493e-15	
2.750000e-04	-5.970859e-02	-2.793843e-15	
3.000000e-04	-5.968459e-02	-3.264860e-15	
3.250000e-04	-5.966068e-02	-3.771394e-15	
3.500000e-04	-5.963684e-02	-4.313299e-15	
3.750000e-04	-5.961309e-02	-4.890427e-15	
4.000000e-04	-5.958942e-02	-5.502632e-15	
4.250000e-04	-5.956582e-02	-6.149768e-15	
4.500000e-04	-5.954231e-02	-6.831691e-15	
4.750000e-04	-5.951887e-02	-7.548256e-15	
5.000000e-04	-5.949552e-02	-8.299322e-15	
5.250000e-04	-5.947223e-02	-9.084746e-15	
5.500000e-04	-5.944903e-02	-9.904386e-15	
5.750000e-04	-5.942590e-02	-1.075810e-14	
6.000000e-04	-5.940285e-02	-1.164575e-14	
6.250000e-04	-5.937988e-02	-1.256720e-14	
6.500000e-04	-5.935698e-02	-1.352231e-14	
6.750000e-04	-5.933415e-02	-1.451094e-14	
7.000000e-04	-5.931140e-02	-1.553295e-14	
7.250000e-04	-5.928873e-02	-1.658821e-14	
7.500000e-04	-5.926612e-02	-1.767658e-14	
7.750000e-04	-5.924359e-02	-1.879794e-14	
8.000000e-04	-5.922114e-02	-1.995213e-14	
8.250000e-04	-5.919875e-02	-2.113904e-14	
8.500000e-04	-5.917644e-02	-2.235853e-14	
8.750000e-04	-5.915420e-02	-2.361046e-14	
9.000000e-04	-5.913203e-02	-2.489472e-14	
9.250000e-04	-5.910993e-02	-2.621116e-14	
9.500000e-04	-5.908790e-02	-2.755965e-14	
9.750000e-04	-5.906594e-02	-2.894008e-14	
1.000000e-03	-5.904405e-02	-3.035230e-14	
1.025000e-03	-5.902223e-02	-3.179620e-14	
1.050000e-03	-5.900047e-02	-3.327164e-14	
1.075000e-03	-5.897879e-02	-3.477850e-14	
1.100000e-03	-5.895717e-02	-3.631666e-14	
1.125000e-03	-5.893562e-02	-3.788599e-14	
1.150000e-03	-5.891414e-02	-3.948636e-14	
1.175000e-03	-5.889273e-02	-4.111766e-14	
1.200000e-03	-5.887138e-02	-4.277976e-14	
1.225000e-03	-5.885009e-02	-4.447253e-14	
1.250000e-03	-5.882888e-02	-4.619586e-14	
1.275000e-03	-5.880772e-02	-4.794963e-14	
1.300000e-03	-5.878664e-02	-4.973371e-14	
1.325000e-03	-5.876561e-02	-5.154799e-14	
1.350000e-03	-5.874466e-02	-5.339235e-14	
1.375000e-03	-5.872376e-02	-5.526666e-14	
1.400000e-03	-5.870293e-02	-5.717082e-14	
1.425000e-03	-5.868216e-02	-5.910470e-14	
1.450000e-03	-5.866145e-02	-6.106819e-14	
1.475000e-03	-5.864081e-02	-6.306118e-14	
1.500000e-03	-5.862023e-02	-6.508354e-14	
1.525000e-03	-5.859971e-02	-6.713516e-14	
1.550000e-03	-5.857925e-02	-6.921593e-14	
1.575000e-03	-5.855885e-02	-7.132574e-14	
1.600000e-03	-5.853852e-02	-7.346447e-14	
1.625000e-03	-5.851824e-02	-7.563201e-14	
1.650000e-03	-5.849802e-02	-7.782825e-14	
1.675000e-03	-5.847787e-02	-8.005307e-14	
1.700000e-03	-5.845777e-02	-8.230638e-14	
1.725000e-03	-5.843773e-02	-8.458805e-14	
1.750000e-03	-5.841775e-02	-8.689798e-14	
1.775000e-03	-5.839783e-02	-8.923606e-14	
1.800000e-03	-5.837797e-02	-9.160219e-14	
1.825000e-03	-5.835816e-02	-9.399624e-14	
1.850000e-03	-5.833841e-02	-9.641812e-14	
1.875000e-03	-5.831872e-02	-9.886773e-14	
1.900000e-03	-5.829909e-02	-1.013449e-13	
1.925000e-03	-5.827951e-02	-1.038497e-13	
1.950000e-03	-5.825999e-02	-1.063818e-13	
1.975000e-03	-5.824052e-02	-1.089412e-13	
2.000000e-03	-5.822111e-02	-1.115279e-13	
2.025000e-03	-5.820176e-02	-1.141416e-13	
2.050000e-03	-5.818246e-02	-1.167823e-13	
2.075000e-03	-5.816321e-02	-1.194499e-13	
2.100000e-03	-5.814402e-02	-1.221443e-13	
2.125000e-03	-5.812488e-02	-1.248653e-13	
2.150000e-03	-5.810580e-02	-1.276130e-13	
2.175000e-03	-5.808677e-02	-1.303871e-13	
2.200000e-03	-5.806780e-02	-1.331876e-13	
2.225000e-03	-5.804887e-02	-1.360144e-13	
2.250000e-03	-5.803000e-02	-1.388674e-13	
2.275000e-03	-5.801118e-02	-1.417465e-13	
2.300000e-03	-5.799242e-02	-1.446515e-13	
2.325000e-03	-5.797370e-02	-1.475825e-13	
2.350000e-03	-5.795504e-02	-1.505392e-13	
2.375000e-03	-5.793643e-02	-1.535217e-13	
2.400000e-03	-5.791787e-02	-1.565297e-13	
2.425000e-03	-5.789936e-02	-1.595633e-13	
2.450000e-03	-5.788090e-02	-1.626223e-13	
2.475000e-03	-5.786249e-02	-1.657066e-13	
2.500000e-03	-5.784413e-02	-1.688161e-13	
2.525000e-03	-5.782582e-02	-1.719507e-13	
2.550000e-03	-5.780756e-02	-1.751104e-13	
2.575000e-03	-5.778935e-02	-1.782951e-13	
2.600000e-03	-5.777119e-02	-1.815046e-13	
2.625000e-03	-5.775308e-02	-1.847388e-13	
2.650000e-03	-5.773501e-02	-1.879977e-13	
2.675000e-03	-5.771700e-02	-1.912813e-13	
2.700000e-03	-5.769903e-02	-1.945892e-13	
2.725000e-03	-5.768111e-02	-1.979216e-13	
2.750000e-03	-5.766323e-02	-2.012784e-13	
2.775000e-03	-5.764541e-02	-2.046593e-13	
2.800000e-03	-5.762763e-02	-2.080643e-13	
2.825000e-03	-5.760990e-02	-2.114935e-13	
2.850000e-03	-5.759221e-02	-2.149465e-13	
2.875000e-03	-5.757457e-02	-2.184235e-13	
2.900000e-03	-5.755698e-02	-2.219242e-13	
2.925000e-03	-5.753943e-02	-2.254486e-13	
2.950000e-03	-5.752192e-02	-2.289966e-13	
2.975000e-03	-5.750447e-02	-2.325682e-13	
3.000000e-03	-5.748705e-02	-2.361632e-13	
3.025000e-03	-5.746969e-02	-2.397815e-13	
3.050000e-03	-5.745236e-02	-2.434231e-13	
3.075000e-03	-5.743508e-02	-2.470879e-13	
3.100000e-03	-5.741785e-02	-2.507759e-13	
3.125000e-03	-5.740066e-02	-2.544868e-13	
3.150000e-03	-5.738351e-02	-2.582207e-13	
3.175000e-03	-5.736641e-02	-2.619774e-13	
3.200000e-03	-5.734934e-02	-2.657569e-13	
3.225000e-03	-5.733233e-02	-2.695591e-13	
3.250000e-03	-5.731535e-02	-2.733839e-13	
3.275000e-03	-5.729842e-02	-2.772312e-13	
3.300000e-03	-5.728153e-02	-2.811010e-13	
3.325000e-03	-5.726468e-02	-2.849931e-13	
3.350000e-03	-5.724788e-02	-2.889076e-13	
3.375000e-03	-5.723111e-02	-2.928442e-13	
3.400000e-03	-5.721439e-02	-2.968030e-13	
3.425000e-03	-5.719771e-02	-3.007839e-13	
3.450000e-03	-5.718107e-02	-3.047867e-13	
3.475000e-03	-5.716447e-02	-3.088114e-13	
3.500000e-03	-5.714791e-02	-3.128579e-13	
3.525000e-03	-5.713139e-02	-3.169262e-13	
3.550000e-03	-5.711491e-02	-3.210161e-13	
3.575000e-03	-5.709847e-02	-3.251277e-13	
3.600000e-03	-5.708208e-02	-3.292607e-13	
3.625000e-03	-5.706572e-02	-3.334152e-13	
3.650000e-03	-5.704940e-02	-3.375910e-13	
3.675000e-03	-5.703312e-02	-3.417881e-13	
3.700000e-03	-5.701688e-02	-3.460065e-13	
3.725000e-03	-5.700068e-02	-3.502460e-13	
3.750000e-03	-5.698451e-02	-3.545065e-13	
3.775000e-03	-5.696839e-02	-3.587881e-13	
3.800000e-03	-5.695230e-02	-3.630905e-13	
3.825000e-03	-5.693625e-02	-3.674138e-13	
3.850000e-03	-5.692024e-02	-3.717579e-13	
3.875000e-03	-5.690427e-02	-3.761227e-13	
3.900000e-03	-5.688834e-02	-3.805081e-13	
3.925000e-03	-5.687244e-02	-3.849140e-13	
3.950000e-03	-5.685658e-02	-3.893405e-13	
3.975000e-03	-5.684075e-02	-3.937874e-13	
4.000000e-03	-5.682497e-02	-3.982546e-13	
4.025000e-03	-5.680922e-02	-4.027420e-13	
4.050000e-03	-5.679350e-02	-4.072497e-13	
4.075000e-03	-5.677783e-02	-4.117776e-13	
4.100000e-03	-5.676219e-02	-4.163254e-13	
4.125000e-03	-5.674658e-02	-4.208933e-13	
4.150000e-03	-5.673101e-02	-4.254811e-13	
4.175000e-03	-5.671548e-02	-4.300888e-13	
4.200000e-03	-5.669998e-02	-4.347163e-13	
4.225000e-03	-5.668451e-02	-4.393635e-13	
4.250000e-03	-5.666909e-02	-4.440303e-13	
4.275000e-03	-5.665369e-02	-4.487168e-13	
4.300000e-03	-5.663833e-02	-4.534227e-13	
4.325000e-03	-5.662301e-02	-4.581481e-13	
4.350000e-03	-5.660772e-02	-4.628929e-13	
4.375000e-03	-5.659247e-02	-4.676571e-13	
4.400000e-03	-5.657724e-02	-4.724405e-13	
4.425000e-03	-5.656206e-02	-4.772430e-13	
4.450000e-03	-5.654690e-02	-4.820648e-13	
4.475000e-03	-5.653178e-02	-4.869055e-13	
4.500000e-03	-5.651670e-02	-4.917653e-13	
4.525000e-03	-5.650164e-02	-4.966440e-13	
4.550000e-03	-5.648662e-02	-5.015416e-13	
4.575000e-03	-5.647164e-02	-5.064580e-13	
4.600000e-03	-5.645668e-02	-5.113931e-13	
4.625000e-03	-5.644176e-02	-5.163470e-13	
4.650000e-03	-5.642687e-02	-5.213194e-13	
4.675000e-03	-5.641201e-02	-5.263104e-13	
4.700000e-03	-5.639719e-02	-5.313199e-13	
4.725000e-03	-5.638239e-02	-5.363478e-13	
4.750000e-03	-5.636763e-02	-5.413941e-13	
4.775000e-03	-5.635290e-02	-5.464587e-13	
4.800000e-03	-5.633820e-02	-5.515415e-13	
4.825000e-03	-5.632354e-02	-5.566426e-13	
4.850000e-03	-5.630890e-02	-5.617617e-13	
4.875000e-03	-5.629430e-02	-5.668990e-13	
4.900000e-03	-5.627972e-02	-5.720542e-13	
4.925000e-03	-5.626518e-02	-5.772274e-13	
4.950000e-03	-5.625067e-02	-5.824185e-13	
4.975000e-03	-5.623619e-02	-5.876274e-13	
5.000000e-03	-5.622173e-02	-5.928541e-13	
5.025000e-03	-5.620731e-02	-5.980985e-13	
5.050000e-03	-5.619292e-02	-6.033605e-13	
5.075000e-03	-5.617856e-02	-6.086401e-13	
5.100000e-03	-5.616423e-02	-6.139373e-13	
5.125000e-03	-5.614993e-02	-6.192520e-13	
5.150000e-03	-5.613566e-02	-6.245841e-13	
5.175000e-03	-5.612141e-02	-6.299335e-13	
5.200000e-03	-5.610720e-02	-6.353002e-13	
5.225000e-03	-5.609301e-02	-6.406843e-13	
5.250000e-03	-5.607886e-02	-6.460854e-13	
5.275000e-03	-5.606473e-02	-6.515038e-13	
5.300000e-03	-5.605063e-02	-6.569392e-13	
5.325000e-03	-5.603656e-02	-6.623917e-13	
5.350000e-03	-5.602252e-02	-6.678611e-13	
5.375000e-03	-5.600851e-02	-6.733474e-13	
5.400000e-03	-5.599452e-02	-6.788506e-13	
5.425000e-03	-5.598057e-02	-6.843706e-13	
5.450000e-03	-5.596664e-02	-6.899074e-13	
5.475000e-03	-5.595274e-02	-6.954609e-13	
5.500000e-03	-5.593886e-02	-7.010310e-13	
5.525000e-03	-5.592502e-02	-7.066177e-13	
5.550000e-03	-5.591120e-02	-7.122209e-13	
5.575000e-03	-5.589741e-02	-7.178406e-13	
5.600000e-03	-5.588364e-02	-7.234768e-13	
5.625000e-03	-5.586991e-02	-7.291293e-13	
5.650000e-03	-5.585620e-02	-7.347982e-13	
5.675000e-03	-5.584251e-02	-7.404833e-13	
5.700000e-03	-5.582885e-02	-7.461847e-13	
5.725000e-03	-5.581522e-02	-7.519022e-13	
5.750000e-03	-5.580162e-02	-7.576358e-13	
5.775000e-03	-5.578804e-02	-7.633855e-13	
5.800000e-03	-5.577449e-02	-7.691513e-13	
5.825000e-03	-5.576096e-02	-7.749330e-13	
5.850000e-03	-5.574746e-02	-7.807306e-13	
5.875000e-03	-5.573399e-02	-7.865441e-13	
5.900000e-03	-5.572054e-02	-7.923733e-13	
5.925000e-03	-5.570711e-02	-7.982184e-13	
5.950000e-03	-5.569372e-02	-8.040791e-13	
5.975000e-03	-5.568034e-02	-8.099556e-13	
6.000000e-03	-5.566700e-02	-8.158476e-13	
6.025000e-03	-5.565367e-02	-8.217552e-13	
6.050000e-03	-5.564038e-02	-8.276783e-13	
6.075000e-03	-5.562710e-02	-8.336169e-13	
6.100000e-03	-5.561386e-02	-8.395709e-13	
6.125000e-03	-5.560063e-02	-8.455403e-13	
6.150000e-03	-5.558743e-02	-8.515250e-13	
6.175000e-03	-5.557426e-02	-8.575250e-13	
6.200000e-03	-5.556111e-02	-8.635402e-13	
6.225000e-03	-5.554798e-02	-8.695705e-13	
6.250000e-03	-5.553488e-02	-8.756160e-13	
6.275000e-03	-5.552180e-02	-8.816766e-13	
6.300000e-03	-5.550875e-02	-8.877522e-13	
