0.000000e+00	-6.000000e-02	0.000000e+00	
2.500000e-02	-1.312500e-02	-7.031250e-11	
5.000000e-02	2.323340e-01	-4.560791e-10	
7.500000e-02	-2.500000e-02	-1.415198e-10	
1.000000e-01	1.808948e-01	-3.967221e-10	
1.250000e-01	-2.500000e-02	-1.266805e-10	
1.500000e-01	1.660555e-01	-3.707534e-10	
1.750000e-01	-2.500000e-02	-1.201884e-10	
2.000000e-01	1.595634e-01	-3.593921e-10	
2.250000e-01	-2.500000e-02	-1.173480e-10	
2.500000e-01	1.567230e-01	-3.544216e-10	
2.750000e-01	-2.500000e-02	-1.161054e-10	
3.000000e-01	1.554804e-01	-3.522469e-10	
3.250000e-01	-2.500000e-02	-1.155617e-10	
3.500000e-01	1.549367e-01	-3.512955e-10	
3.750000e-01	-2.500000e-02	-1.153239e-10	
4.000000e-01	1.546989e-01	-3.508793e-10	
4.250000e-01	-2.500000e-02	-1.152198e-10	
4.500000e-01	1.545948e-01	-3.506972e-10	
4.750000e-01	-2.500000e-02	-1.151743e-10	
5.000000e-01	1.545493e-01	-3.506175e-10	
5.250000e-01	-2.500000e-02	-1.151544e-10	
